Dataset,Files,Total,Greedy,AutoPop,Gain,GreedyRatio,AutoPopRatio,GainRatio,Better,Equal,Worse,Invalid,AvgTime
ALL,60,241399,227465,228554,1089,0.9422781370262512,0.9467893404695131,0.004511203443261985,40,20,0,0,334.38500000000005
